Year;Author;Topic;Count
2015;Gubeljak Nenad (10470);Physics (Gubeljak Nenad (10470));1
2017;Gubeljak Nenad (10470);Computer Science (Gubeljak Nenad (10470));1
2018;Gubeljak Nenad (10470);Computer Science (Gubeljak Nenad (10470));1
2020;Gubeljak Nenad (10470);Computer Science (Gubeljak Nenad (10470));1
2021;Gubeljak Nenad (10470);Computer Science (Gubeljak Nenad (10470));1
2017;Gubeljak Nenad (10470);Medicine (Gubeljak Nenad (10470));1
2018;Gubeljak Nenad (10470);Medicine (Gubeljak Nenad (10470));1
2020;Gubeljak Nenad (10470);Medicine (Gubeljak Nenad (10470));1
2021;Gubeljak Nenad (10470);Medicine (Gubeljak Nenad (10470));4
2022;Gubeljak Nenad (10470);Medicine (Gubeljak Nenad (10470));2
2020;Gubeljak Nenad (10470);Environmental Science (Gubeljak Nenad (10470));1
2013;Hussein Mohsen (52781);Medicine (Hussein Mohsen (52781));1
2019;Mohar Lorbeg Petra (25516);Biology (Mohar Lorbeg Petra (25516));1
2019;Mohar Lorbeg Petra (25516);Medicine (Mohar Lorbeg Petra (25516));1
2014;Chowdhury Amor (15341);Computer Science (Chowdhury Amor (15341));2
2015;Chowdhury Amor (15341);Computer Science (Chowdhury Amor (15341));2
2016;Chowdhury Amor (15341);Computer Science (Chowdhury Amor (15341));3
2017;Chowdhury Amor (15341);Computer Science (Chowdhury Amor (15341));2
2018;Chowdhury Amor (15341);Computer Science (Chowdhury Amor (15341));3
2022;Chowdhury Amor (15341);Computer Science (Chowdhury Amor (15341));1
2014;Chowdhury Amor (15341);Mathematics (Chowdhury Amor (15341));1
2015;Chowdhury Amor (15341);Mathematics (Chowdhury Amor (15341));1
2016;Chowdhury Amor (15341);Mathematics (Chowdhury Amor (15341));1
2014;Chowdhury Amor (15341);Engineering (Chowdhury Amor (15341));1
2015;Chowdhury Amor (15341);Engineering (Chowdhury Amor (15341));2
2016;Chowdhury Amor (15341);Engineering (Chowdhury Amor (15341));2
2019;Chowdhury Amor (15341);Engineering (Chowdhury Amor (15341));2
2015;Chowdhury Amor (15341);Medicine (Chowdhury Amor (15341));2
2016;Chowdhury Amor (15341);Medicine (Chowdhury Amor (15341));1
2015;Vogrinčič Robert (34084);Chemistry (Vogrinčič Robert (34084));3
2015;Vogrinčič Robert (34084);Medicine (Vogrinčič Robert (34084));2
2016;Vogrinčič Robert (34084);Medicine (Vogrinčič Robert (34084));1
2016;Vogrinčič Robert (34084);Materials Science (Vogrinčič Robert (34084));1
2018;Vogrinčič Robert (34084);Materials Science (Vogrinčič Robert (34084));1
2013;Zajec Maja (31592);Computer Science (Zajec Maja (31592));1
2019;Zajec Maja (31592);Computer Science (Zajec Maja (31592));1
2017;Zajec Maja (31592);Business (Zajec Maja (31592));1
2014;Kremljak Zvonko (40086);Engineering (Kremljak Zvonko (40086));1
2013;Markovič Rene (34480);Mathematics (Markovič Rene (34480));1
2015;Markovič Rene (34480);Mathematics (Markovič Rene (34480));1
2018;Markovič Rene (34480);Mathematics (Markovič Rene (34480));1
2013;Markovič Rene (34480);Physics (Markovič Rene (34480));1
2015;Markovič Rene (34480);Physics (Markovič Rene (34480));1
2021;Markovič Rene (34480);Physics (Markovič Rene (34480));2
2014;Markovič Rene (34480);Chemistry (Markovič Rene (34480));1
2017;Markovič Rene (34480);Chemistry (Markovič Rene (34480));2
2019;Markovič Rene (34480);Chemistry (Markovič Rene (34480));1
2020;Markovič Rene (34480);Chemistry (Markovič Rene (34480));2
2021;Markovič Rene (34480);Chemistry (Markovič Rene (34480));1
2015;Markovič Rene (34480);Biology (Markovič Rene (34480));2
2017;Markovič Rene (34480);Biology (Markovič Rene (34480));1
2020;Markovič Rene (34480);Biology (Markovič Rene (34480));1
2015;Markovič Rene (34480);Medicine (Markovič Rene (34480));3
2017;Markovič Rene (34480);Medicine (Markovič Rene (34480));3
2019;Markovič Rene (34480);Medicine (Markovič Rene (34480));1
2020;Markovič Rene (34480);Medicine (Markovič Rene (34480));4
2021;Markovič Rene (34480);Medicine (Markovič Rene (34480));5
2022;Markovič Rene (34480);Medicine (Markovič Rene (34480));3
2018;Markovič Rene (34480);Computer Science (Markovič Rene (34480));1
2019;Markovič Rene (34480);Computer Science (Markovič Rene (34480));1
2021;Markovič Rene (34480);Computer Science (Markovič Rene (34480));3
2017;Veber Marjan (06117);Materials Science (Veber Marjan (06117));1
2016;Pospihalj Boris (34759);Medicine (Pospihalj Boris (34759));1
2013;Kurečič Manja (24332);Chemistry (Kurečič Manja (24332));1
2018;Kurečič Manja (24332);Chemistry (Kurečič Manja (24332));2
2019;Kurečič Manja (24332);Chemistry (Kurečič Manja (24332));1
2013;Kurečič Manja (24332);Medicine (Kurečič Manja (24332));1
2017;Kurečič Manja (24332);Medicine (Kurečič Manja (24332));2
2018;Kurečič Manja (24332);Medicine (Kurečič Manja (24332));2
2019;Kurečič Manja (24332);Medicine (Kurečič Manja (24332));1
2020;Kurečič Manja (24332);Medicine (Kurečič Manja (24332));2
2021;Kurečič Manja (24332);Medicine (Kurečič Manja (24332));1
2022;Kurečič Manja (24332);Medicine (Kurečič Manja (24332));2
2014;Kurečič Manja (24332);Materials Science (Kurečič Manja (24332));1
2015;Kurečič Manja (24332);Materials Science (Kurečič Manja (24332));1
2016;Kurečič Manja (24332);Materials Science (Kurečič Manja (24332));2
2017;Kurečič Manja (24332);Materials Science (Kurečič Manja (24332));4
2018;Kurečič Manja (24332);Materials Science (Kurečič Manja (24332));2
2020;Kurečič Manja (24332);Materials Science (Kurečič Manja (24332));4
2018;Kurečič Manja (24332);Physics (Kurečič Manja (24332));1
2021;Kurečič Manja (24332);Computer Science (Kurečič Manja (24332));1
2022;Belšak Rok (56383);Engineering (Belšak Rok (56383));1
2017;Zavšek Simon (08359);Engineering (Zavšek Simon (08359));1
2020;Kambič Tim (51914);Medicine (Kambič Tim (51914));3
2021;Kambič Tim (51914);Medicine (Kambič Tim (51914));3
2022;Kambič Tim (51914);Medicine (Kambič Tim (51914));8
2019;Šepec Miha (50395);Political Science (Šepec Miha (50395));1
2020;Šepec Miha (50395);Political Science (Šepec Miha (50395));2
2020;Šepec Miha (50395);Psychology (Šepec Miha (50395));1
2021;Šepec Miha (50395);Medicine (Šepec Miha (50395));1
2022;Šepec Miha (50395);Law (Šepec Miha (50395));1
2021;Gašperlin Blaž (54752);Business (Gašperlin Blaž (54752));1
2022;Gašperlin Blaž (54752);Business (Gašperlin Blaž (54752));1
2021;Gašperlin Blaž (54752);Computer Science (Gašperlin Blaž (54752));1
2016;Brovet-Zupančič Irena-Hedvika (08902);Medicine (Brovet-Zupančič Irena-Hedvika (08902));1
2020;Balon Peter (35225);Medicine (Balon Peter (35225));1
2015;Mlinarič-Raščan Irena (12443);Medicine (Mlinarič-Raščan Irena (12443));1
2016;Mlinarič-Raščan Irena (12443);Medicine (Mlinarič-Raščan Irena (12443));1
2019;Mlinarič-Raščan Irena (12443);Medicine (Mlinarič-Raščan Irena (12443));1
2016;Mlinarič-Raščan Irena (12443);Chemistry (Mlinarič-Raščan Irena (12443));1
2019;Mlinarič-Raščan Irena (12443);Chemistry (Mlinarič-Raščan Irena (12443));1
2013;Trlep Mladen (02077);Materials Science (Trlep Mladen (02077));1
2018;Trlep Mladen (02077);Materials Science (Trlep Mladen (02077));1
2019;Trlep Mladen (02077);Materials Science (Trlep Mladen (02077));3
2020;Trlep Mladen (02077);Materials Science (Trlep Mladen (02077));1
2013;Trlep Mladen (02077);Engineering (Trlep Mladen (02077));3
2014;Trlep Mladen (02077);Engineering (Trlep Mladen (02077));2
2015;Trlep Mladen (02077);Engineering (Trlep Mladen (02077));1
2017;Trlep Mladen (02077);Engineering (Trlep Mladen (02077));1
2014;Trlep Mladen (02077);Physics (Trlep Mladen (02077));1
2019;Trlep Mladen (02077);Physics (Trlep Mladen (02077));2
2020;Trlep Mladen (02077);Physics (Trlep Mladen (02077));1
2021;Trlep Mladen (02077);Physics (Trlep Mladen (02077));1
2017;Trlep Mladen (02077);Computer Science (Trlep Mladen (02077));1
2018;Trlep Mladen (02077);Computer Science (Trlep Mladen (02077));1
2020;Trlep Mladen (02077);Computer Science (Trlep Mladen (02077));2
2017;Trlep Mladen (02077);Mathematics (Trlep Mladen (02077));1
2020;Trlep Mladen (02077);Mathematics (Trlep Mladen (02077));1
2019;Trlep Mladen (02077);Medicine (Trlep Mladen (02077));1
2021;Trlep Mladen (02077);Geology (Trlep Mladen (02077));1
2022;Simić Lidija (54802);Medicine (Simić Lidija (54802));1
2022;Simić Lidija (54802);Chemistry (Simić Lidija (54802));1
2022;Simić Lidija (54802);Materials Science (Simić Lidija (54802));1
2015;Kamnik Rok (26019);Engineering (Kamnik Rok (26019));2
2017;Kamnik Rok (26019);Engineering (Kamnik Rok (26019));2
2019;Kamnik Rok (26019);Engineering (Kamnik Rok (26019));1
2017;Kamnik Rok (26019);Physics (Kamnik Rok (26019));2
2022;Kamnik Rok (26019);Physics (Kamnik Rok (26019));2
2019;Kamnik Rok (26019);Computer Science (Kamnik Rok (26019));1
2022;Kamnik Rok (26019);Computer Science (Kamnik Rok (26019));1
2019;Kamnik Rok (26019);Medicine (Kamnik Rok (26019));1
2022;Kamnik Rok (26019);Medicine (Kamnik Rok (26019));1
2021;Kamnik Rok (26019);Environmental Science (Kamnik Rok (26019));1
2022;Kamnik Rok (26019);Sociology (Kamnik Rok (26019));1
2021;Brumen Matej (37982);Computer Science (Brumen Matej (37982));1
2022;Brumen Matej (37982);Computer Science (Brumen Matej (37982));1
2019;Pavlič Jani (51479);Computer Science (Pavlič Jani (51479));1
2022;Pavlič Jani (51479);Computer Science (Pavlič Jani (51479));2
2020;Pavlič Jani (51479);Psychology (Pavlič Jani (51479));1
2021;Pavlič Jani (51479);Business (Pavlič Jani (51479));1
2022;Pavlič Jani (51479);Medicine (Pavlič Jani (51479));1
2013;Maletič Damjan (29804);Engineering (Maletič Damjan (29804));1
2014;Maletič Damjan (29804);Engineering (Maletič Damjan (29804));4
2022;Maletič Damjan (29804);Engineering (Maletič Damjan (29804));1
2014;Maletič Damjan (29804);Business (Maletič Damjan (29804));1
2015;Maletič Damjan (29804);Business (Maletič Damjan (29804));2
2016;Maletič Damjan (29804);Business (Maletič Damjan (29804));3
2017;Maletič Damjan (29804);Business (Maletič Damjan (29804));1
2018;Maletič Damjan (29804);Business (Maletič Damjan (29804));2
2019;Maletič Damjan (29804);Business (Maletič Damjan (29804));1
2020;Maletič Damjan (29804);Business (Maletič Damjan (29804));3
2021;Maletič Damjan (29804);Business (Maletič Damjan (29804));1
2022;Maletič Damjan (29804);Business (Maletič Damjan (29804));2
2014;Maletič Damjan (29804);Computer Science (Maletič Damjan (29804));1
2020;Maletič Damjan (29804);Computer Science (Maletič Damjan (29804));1
2021;Maletič Damjan (29804);Computer Science (Maletič Damjan (29804));3
2020;Maletič Damjan (29804);Economics (Maletič Damjan (29804));1
2022;Maletič Damjan (29804);Economics (Maletič Damjan (29804));1
2020;Maletič Damjan (29804);Political Science (Maletič Damjan (29804));1
2021;Maletič Damjan (29804);Psychology (Maletič Damjan (29804));1
2020;Kramberger Matej (53589);Chemistry (Kramberger Matej (53589));1
2021;Kramberger Matej (53589);Chemistry (Kramberger Matej (53589));1
2021;Kramberger Matej (53589);Computer Science (Kramberger Matej (53589));1
2022;Kramberger Matej (53589);Computer Science (Kramberger Matej (53589));1
2022;Kramberger Matej (53589);Medicine (Kramberger Matej (53589));2
2022;Filipić Arijana (39118);Medicine (Filipić Arijana (39118));1
2013;Kaloh Vid Natalia (35600);Sociology (Kaloh Vid Natalia (35600));1
2020;Kaloh Vid Natalia (35600);Sociology (Kaloh Vid Natalia (35600));1
2021;Kaloh Vid Natalia (35600);Sociology (Kaloh Vid Natalia (35600));1
2015;Kaloh Vid Natalia (35600);Political Science (Kaloh Vid Natalia (35600));1
2019;Kaloh Vid Natalia (35600);Political Science (Kaloh Vid Natalia (35600));1
2016;Kaloh Vid Natalia (35600);Art (Kaloh Vid Natalia (35600));1
2021;Kaloh Vid Natalia (35600);Art (Kaloh Vid Natalia (35600));1
2018;Kaloh Vid Natalia (35600);Philosophy (Kaloh Vid Natalia (35600));1
2020;Kaloh Vid Natalia (35600);History (Kaloh Vid Natalia (35600));1
2021;Kaloh Vid Natalia (35600);Linguistics (Kaloh Vid Natalia (35600));1
2019;Potočnik Dragan (13353);History (Potočnik Dragan (13353));1
2020;Potočnik Dragan (13353);Philosophy (Potočnik Dragan (13353));1
2013;Vogrinec Katja (39345);Engineering (Vogrinec Katja (39345));1
2016;Vogrinec Katja (39345);Engineering (Vogrinec Katja (39345));1
2018;Vogrinec Katja (39345);Geology (Vogrinec Katja (39345));1
2018;Vogrinec Katja (39345);Computer Science (Vogrinec Katja (39345));1
2018;Mrvič Tatjana (24051);Medicine (Mrvič Tatjana (24051));1
2014;Dobaj-Štiglic Andreja (34276);Materials Science (Dobaj-Štiglic Andreja (34276));1
2020;Dobaj-Štiglic Andreja (34276);Materials Science (Dobaj-Štiglic Andreja (34276));1
2020;Dobaj-Štiglic Andreja (34276);Medicine (Dobaj-Štiglic Andreja (34276));1
2021;Dobaj-Štiglic Andreja (34276);Medicine (Dobaj-Štiglic Andreja (34276));1
2022;Dobaj-Štiglic Andreja (34276);Medicine (Dobaj-Štiglic Andreja (34276));4
2018;Fedran Jasna (40924);Business (Fedran Jasna (40924));1
2022;Virtič Tina (55699);Medicine (Virtič Tina (55699));1
2013;Horvat Simon (10412);Biology (Horvat Simon (10412));1
2013;Horvat Simon (10412);Medicine (Horvat Simon (10412));1
2022;Horvat Simon (10412);Medicine (Horvat Simon (10412));2
2021;Rotovnik Milan (28978);Computer Science (Rotovnik Milan (28978));1
2021;Krajnc Ivič Mira (20763);Computer Science (Krajnc Ivič Mira (20763));1
2019;Rus Gregor (52490);Computer Science (Rus Gregor (52490));2
2020;Rus Gregor (52490);Computer Science (Rus Gregor (52490));1
2019;Rus Gregor (52490);Mathematics (Rus Gregor (52490));3
2020;Rus Gregor (52490);Mathematics (Rus Gregor (52490));1
2020;Rus Gregor (52490);Education (Rus Gregor (52490));1
2021;Rus Gregor (52490);Education (Rus Gregor (52490));1
2022;Rus Gregor (52490);Education (Rus Gregor (52490));1
2022;Rus Gregor (52490);Medicine (Rus Gregor (52490));1
2020;Klančnik-Gruden Maja (20991);Medicine (Klančnik-Gruden Maja (20991));1
2021;Klančnik-Gruden Maja (20991);Medicine (Klančnik-Gruden Maja (20991));1
2021;Klančnik-Gruden Maja (20991);Sociology (Klančnik-Gruden Maja (20991));1
2016;Vojisavljević Katarina (34261);Materials Science (Vojisavljević Katarina (34261));1
2020;Vojisavljević Katarina (34261);Materials Science (Vojisavljević Katarina (34261));1
2021;Cesar Katarina (55388);Medicine (Cesar Katarina (55388));1
2022;Cesar Katarina (55388);Medicine (Cesar Katarina (55388));4
2022;Cesar Katarina (55388);Psychology (Cesar Katarina (55388));1
2021;Grosek Jan (36107);Medicine (Grosek Jan (36107));1
2022;Kujović Amela (53699);Medicine (Kujović Amela (53699));1
2016;Mandelc Stanislav (26537);Biology (Mandelc Stanislav (26537));1
2016;Mandelc Stanislav (26537);Medicine (Mandelc Stanislav (26537));1
2019;Ružić Gorenjec Nina (33230);Medicine (Ružić Gorenjec Nina (33230));1
2020;Ružić Gorenjec Nina (33230);Medicine (Ružić Gorenjec Nina (33230));1
2021;Ružić Gorenjec Nina (33230);Medicine (Ružić Gorenjec Nina (33230));2
2020;Ružić Gorenjec Nina (33230);Psychology (Ružić Gorenjec Nina (33230));1
2013;Preložnik Borut (31823);Chemistry (Preložnik Borut (31823));1
2013;Preložnik Borut (31823);Computer Science (Preložnik Borut (31823));1
2013;Preložnik Borut (31823);Medicine (Preložnik Borut (31823));1
2018;Preložnik Borut (31823);Medicine (Preložnik Borut (31823));1
2015;Preložnik Borut (31823);Materials Science (Preložnik Borut (31823));1
2018;Preložnik Borut (31823);Materials Science (Preložnik Borut (31823));1
2013;Verber Domen (12508);Computer Science (Verber Domen (12508));2
2020;Verber Domen (12508);Computer Science (Verber Domen (12508));2
2021;Verber Domen (12508);Computer Science (Verber Domen (12508));1
2014;Verber Domen (12508);Political Science (Verber Domen (12508));1
2017;Verber Domen (12508);Education (Verber Domen (12508));1
2020;Verber Domen (12508);Medicine (Verber Domen (12508));1
2013;Golob Marjan (07692);Mathematics (Golob Marjan (07692));1
2014;Golob Marjan (07692);Engineering (Golob Marjan (07692));1
2016;Golob Marjan (07692);Engineering (Golob Marjan (07692));3
2015;Golob Marjan (07692);Computer Science (Golob Marjan (07692));1
2020;Golob Marjan (07692);Computer Science (Golob Marjan (07692));2
2021;Golob Marjan (07692);Computer Science (Golob Marjan (07692));1
2015;Uršič Tina (25433);Medicine (Uršič Tina (25433));1
2016;Uršič Tina (25433);Medicine (Uršič Tina (25433));1
2015;Sadek Uroš (37673);Computer Science (Sadek Uroš (37673));1
2017;Sadek Uroš (37673);Computer Science (Sadek Uroš (37673));1
2016;Sadek Uroš (37673);Engineering (Sadek Uroš (37673));1
2021;Mulec Janez (20220);Geography (Mulec Janez (20220));1
2021;Kokol Marko (39447);Computer Science (Kokol Marko (39447));1
2021;Kokol Marko (39447);Medicine (Kokol Marko (39447));1
2022;Kokol Marko (39447);Medicine (Kokol Marko (39447));3
2016;Žižek Andrej (40589);Engineering (Žižek Andrej (40589));1
2018;Žižek Andrej (40589);Business (Žižek Andrej (40589));1
2020;Žižek Andrej (40589);Sociology (Žižek Andrej (40589));1
2020;Žižek Andrej (40589);Computer Science (Žižek Andrej (40589));1
2020;Žižek Andrej (40589);Physics (Žižek Andrej (40589));1
2022;Žižek Andrej (40589);History (Žižek Andrej (40589));1
2018;Cokan Andrej (38285);Medicine (Cokan Andrej (38285));1
2021;Cokan Andrej (38285);Medicine (Cokan Andrej (38285));2
2021;Cokan Andrej (38285);Biology (Cokan Andrej (38285));1
2015;Ferkolj Ivan (10065);Medicine (Ferkolj Ivan (10065));1
2016;Ferkolj Ivan (10065);Medicine (Ferkolj Ivan (10065));2
2017;Ferkolj Ivan (10065);Medicine (Ferkolj Ivan (10065));1
2018;Ferkolj Ivan (10065);Medicine (Ferkolj Ivan (10065));1
2016;Ferkolj Ivan (10065);Biology (Ferkolj Ivan (10065));1
2021;Lep Žan (51939);Sociology (Lep Žan (51939));1
2019;Tevžič Špela (39870);Medicine (Tevžič Špela (39870));1
2020;Tevžič Špela (39870);Medicine (Tevžič Špela (39870));1
2021;Tevžič Špela (39870);Medicine (Tevžič Špela (39870));1
2020;Tevžič Špela (39870);Psychology (Tevžič Špela (39870));1
2015;Kavalar Rajko (10772);Medicine (Kavalar Rajko (10772));1
